r,t,f,y,InputToNewCapacity
"EXAMPLE","DEMPUBSURWAT","WTRSUR",2021,0
"EXAMPLE","DEMPUBSURWAT","WTRSUR",2022,0
"EXAMPLE","LNDAGR001","AGRELC",2019,0
"EXAMPLE","LNDAGR001","AGRELC",2020,0
"EXAMPLE","LNDAGR001","AGRELC",2021,0
"EXAMPLE","LNDAGR001","AGRELC",2022,0
"EXAMPLE","LNDAGR001","AGRWAT",2019,0
"EXAMPLE","LNDAGR001","AGRWAT",2020,0
"EXAMPLE","LNDAGR001","AGRWAT",2021,0
"EXAMPLE","LNDAGR001","AGRWAT",2022,0
"EXAMPLE","LNDAGR001","BIO",2019,0
"EXAMPLE","LNDAGR001","BIO",2020,0
"EXAMPLE","LNDAGR001","BIO",2021,0
"EXAMPLE","LNDAGR001","BIO",2022,0
"EXAMPLE","LNDAGR001","BLT",2019,0
"EXAMPLE","LNDAGR001","BLT",2020,0
"EXAMPLE","LNDAGR001","BLT",2021,0
"EXAMPLE","LNDAGR001","BLT",2022,0
"EXAMPLE","LNDAGR001","COMELC",2019,0
"EXAMPLE","LNDAGR001","COMELC",2020,0
"EXAMPLE","LNDAGR001","COMELC",2021,0
"EXAMPLE","LNDAGR001","COMELC",2022,0
"EXAMPLE","LNDAGR001","CRPCP01",2019,0
"EXAMPLE","LNDAGR001","CRPCP01",2020,0
"EXAMPLE","LNDAGR001","CRPCP01",2021,0
"EXAMPLE","LNDAGR001","CRPCP01",2022,0
"EXAMPLE","LNDAGR001","CRPCP02",2019,0
"EXAMPLE","LNDAGR001","CRPCP02",2020,0
"EXAMPLE","LNDAGR001","CRPCP02",2021,0
"EXAMPLE","LNDAGR001","CRPCP02",2022,0
"EXAMPLE","LNDAGR001","ELC001",2019,0
"EXAMPLE","LNDAGR001","ELC001",2020,0
"EXAMPLE","LNDAGR001","ELC001",2021,0
"EXAMPLE","LNDAGR001","ELC001",2022,0
"EXAMPLE","LNDAGR001","ELC002",2019,0
"EXAMPLE","LNDAGR001","ELC002",2020,0
"EXAMPLE","LNDAGR001","ELC002",2021,0
"EXAMPLE","LNDAGR001","ELC002",2022,0
"EXAMPLE","LNDAGR001","GEO",2019,0
"EXAMPLE","LNDAGR001","GEO",2020,0
"EXAMPLE","LNDAGR001","GEO",2021,0
"EXAMPLE","LNDAGR001","GEO",2022,0
"EXAMPLE","LNDAGR001","HYD",2019,0
"EXAMPLE","LNDAGR001","HYD",2020,0
"EXAMPLE","LNDAGR001","HYD",2021,0
"EXAMPLE","LNDAGR001","HYD",2022,0
"EXAMPLE","LNDAGR001","LND",2019,0
"EXAMPLE","LNDAGR001","LND",2020,0
"EXAMPLE","LNDAGR001","LND",2021,0
"EXAMPLE","LNDAGR001","LND",2022,0
"EXAMPLE","LNDAGR001","PUBWAT",2019,0
"EXAMPLE","LNDAGR001","PUBWAT",2020,0
"EXAMPLE","LNDAGR001","PUBWAT",2021,0
"EXAMPLE","LNDAGR001","PUBWAT",2022,0
"EXAMPLE","LNDAGR001","SOL",2019,0
"EXAMPLE","LNDAGR001","SOL",2020,0
"EXAMPLE","LNDAGR001","SOL",2021,0
"EXAMPLE","LNDAGR001","SOL",2022,0
"EXAMPLE","LNDAGR001","WND",2019,0
"EXAMPLE","LNDAGR001","WND",2020,0
"EXAMPLE","LNDAGR001","WND",2021,0
"EXAMPLE","LNDAGR001","WND",2022,0
"EXAMPLE","LNDAGR001","WTREVT",2019,0
"EXAMPLE","LNDAGR001","WTREVT",2020,0
"EXAMPLE","LNDAGR001","WTREVT",2021,0
"EXAMPLE","LNDAGR001","WTREVT",2022,0
"EXAMPLE","LNDAGR001","WTRGWT",2019,0
"EXAMPLE","LNDAGR001","WTRGWT",2020,0
"EXAMPLE","LNDAGR001","WTRGWT",2021,0
"EXAMPLE","LNDAGR001","WTRGWT",2022,0
"EXAMPLE","LNDAGR001","WTRPRC",2019,0
"EXAMPLE","LNDAGR001","WTRPRC",2020,0
"EXAMPLE","LNDAGR001","WTRPRC",2021,0
"EXAMPLE","LNDAGR001","WTRPRC",2022,0
"EXAMPLE","LNDAGR001","WTRSUR",2019,0
"EXAMPLE","LNDAGR001","WTRSUR",2020,0
"EXAMPLE","LNDAGR001","WTRSUR",2021,0
"EXAMPLE","LNDAGR001","WTRSUR",2022,0
"EXAMPLE","MINBIO","AGRELC",2019,0
"EXAMPLE","MINBIO","AGRELC",2020,0
"EXAMPLE","MINBIO","AGRELC",2021,0
"EXAMPLE","MINBIO","AGRELC",2022,0
"EXAMPLE","MINBIO","AGRWAT",2019,0
"EXAMPLE","MINBIO","AGRWAT",2020,0
"EXAMPLE","MINBIO","AGRWAT",2021,0
"EXAMPLE","MINBIO","AGRWAT",2022,0
"EXAMPLE","MINBIO","BIO",2019,0
"EXAMPLE","MINBIO","BIO",2020,0
"EXAMPLE","MINBIO","BIO",2021,0
"EXAMPLE","MINBIO","BIO",2022,0
"EXAMPLE","MINBIO","BLT",2019,0
"EXAMPLE","MINBIO","BLT",2020,0
"EXAMPLE","MINBIO","BLT",2021,0
"EXAMPLE","MINBIO","BLT",2022,0
"EXAMPLE","MINBIO","COMELC",2019,0
"EXAMPLE","MINBIO","COMELC",2020,0
"EXAMPLE","MINBIO","COMELC",2021,0
"EXAMPLE","MINBIO","COMELC",2022,0
"EXAMPLE","MINBIO","CRPCP01",2019,0
"EXAMPLE","MINBIO","CRPCP01",2020,0
"EXAMPLE","MINBIO","CRPCP01",2021,0
"EXAMPLE","MINBIO","CRPCP01",2022,0
"EXAMPLE","MINBIO","CRPCP02",2019,0
"EXAMPLE","MINBIO","CRPCP02",2020,0
"EXAMPLE","MINBIO","CRPCP02",2021,0
"EXAMPLE","MINBIO","CRPCP02",2022,0
"EXAMPLE","MINBIO","ELC001",2019,0
"EXAMPLE","MINBIO","ELC001",2020,0
"EXAMPLE","MINBIO","ELC001",2021,0
"EXAMPLE","MINBIO","ELC001",2022,0
"EXAMPLE","MINBIO","ELC002",2019,0
"EXAMPLE","MINBIO","ELC002",2020,0
"EXAMPLE","MINBIO","ELC002",2021,0
"EXAMPLE","MINBIO","ELC002",2022,0
"EXAMPLE","MINBIO","GEO",2019,0
"EXAMPLE","MINBIO","GEO",2020,0
"EXAMPLE","MINBIO","GEO",2021,0
"EXAMPLE","MINBIO","GEO",2022,0
"EXAMPLE","MINBIO","HYD",2019,0
"EXAMPLE","MINBIO","HYD",2020,0
"EXAMPLE","MINBIO","HYD",2021,0
"EXAMPLE","MINBIO","HYD",2022,0
"EXAMPLE","MINBIO","LND",2019,0
"EXAMPLE","MINBIO","LND",2020,0
"EXAMPLE","MINBIO","LND",2021,0
"EXAMPLE","MINBIO","LND",2022,0
"EXAMPLE","MINBIO","PUBWAT",2019,0
"EXAMPLE","MINBIO","PUBWAT",2020,0
"EXAMPLE","MINBIO","PUBWAT",2021,0
"EXAMPLE","MINBIO","PUBWAT",2022,0
"EXAMPLE","MINBIO","SOL",2019,0
"EXAMPLE","MINBIO","SOL",2020,0
"EXAMPLE","MINBIO","SOL",2021,0
"EXAMPLE","MINBIO","SOL",2022,0
"EXAMPLE","MINBIO","WND",2019,0
"EXAMPLE","MINBIO","WND",2020,0
"EXAMPLE","MINBIO","WND",2021,0
"EXAMPLE","MINBIO","WND",2022,0
"EXAMPLE","MINBIO","WTREVT",2019,0
"EXAMPLE","MINBIO","WTREVT",2020,0
"EXAMPLE","MINBIO","WTREVT",2021,0
"EXAMPLE","MINBIO","WTREVT",2022,0
"EXAMPLE","MINBIO","WTRGWT",2019,0
"EXAMPLE","MINBIO","WTRGWT",2020,0
"EXAMPLE","MINBIO","WTRGWT",2021,0
"EXAMPLE","MINBIO","WTRGWT",2022,0
"EXAMPLE","MINBIO","WTRPRC",2019,0
"EXAMPLE","MINBIO","WTRPRC",2020,0
"EXAMPLE","MINBIO","WTRPRC",2021,0
"EXAMPLE","MINBIO","WTRPRC",2022,0
"EXAMPLE","MINBIO","WTRSUR",2019,0
"EXAMPLE","MINBIO","WTRSUR",2020,0
"EXAMPLE","MINBIO","WTRSUR",2021,0
"EXAMPLE","MINBIO","WTRSUR",2022,0
"EXAMPLE","MINGEO","AGRELC",2019,0
"EXAMPLE","MINGEO","AGRELC",2020,0
"EXAMPLE","MINGEO","AGRELC",2021,0
"EXAMPLE","MINGEO","AGRELC",2022,0
"EXAMPLE","MINGEO","AGRWAT",2019,0
"EXAMPLE","MINGEO","AGRWAT",2020,0
"EXAMPLE","MINGEO","AGRWAT",2021,0
"EXAMPLE","MINGEO","AGRWAT",2022,0
"EXAMPLE","MINGEO","BIO",2019,0
"EXAMPLE","MINGEO","BIO",2020,0
"EXAMPLE","MINGEO","BIO",2021,0
"EXAMPLE","MINGEO","BIO",2022,0
"EXAMPLE","MINGEO","BLT",2019,0
"EXAMPLE","MINGEO","BLT",2020,0
"EXAMPLE","MINGEO","BLT",2021,0
"EXAMPLE","MINGEO","BLT",2022,0
"EXAMPLE","MINGEO","COMELC",2019,0
"EXAMPLE","MINGEO","COMELC",2020,0
"EXAMPLE","MINGEO","COMELC",2021,0
"EXAMPLE","MINGEO","COMELC",2022,0
"EXAMPLE","MINGEO","CRPCP01",2019,0
"EXAMPLE","MINGEO","CRPCP01",2020,0
"EXAMPLE","MINGEO","CRPCP01",2021,0
"EXAMPLE","MINGEO","CRPCP01",2022,0
"EXAMPLE","MINGEO","CRPCP02",2019,0
"EXAMPLE","MINGEO","CRPCP02",2020,0
"EXAMPLE","MINGEO","CRPCP02",2021,0
"EXAMPLE","MINGEO","CRPCP02",2022,0
"EXAMPLE","MINGEO","ELC001",2019,0
"EXAMPLE","MINGEO","ELC001",2020,0
"EXAMPLE","MINGEO","ELC001",2021,0
"EXAMPLE","MINGEO","ELC001",2022,0
"EXAMPLE","MINGEO","ELC002",2019,0
"EXAMPLE","MINGEO","ELC002",2020,0
"EXAMPLE","MINGEO","ELC002",2021,0
"EXAMPLE","MINGEO","ELC002",2022,0
"EXAMPLE","MINGEO","GEO",2019,0
"EXAMPLE","MINGEO","GEO",2020,0
"EXAMPLE","MINGEO","GEO",2021,0
"EXAMPLE","MINGEO","GEO",2022,0
"EXAMPLE","MINGEO","HYD",2019,0
"EXAMPLE","MINGEO","HYD",2020,0
"EXAMPLE","MINGEO","HYD",2021,0
"EXAMPLE","MINGEO","HYD",2022,0
"EXAMPLE","MINGEO","LND",2019,0
"EXAMPLE","MINGEO","LND",2020,0
"EXAMPLE","MINGEO","LND",2021,0
"EXAMPLE","MINGEO","LND",2022,0
"EXAMPLE","MINGEO","PUBWAT",2019,0
"EXAMPLE","MINGEO","PUBWAT",2020,0
"EXAMPLE","MINGEO","PUBWAT",2021,0
"EXAMPLE","MINGEO","PUBWAT",2022,0
"EXAMPLE","MINGEO","SOL",2019,0
"EXAMPLE","MINGEO","SOL",2020,0
"EXAMPLE","MINGEO","SOL",2021,0
"EXAMPLE","MINGEO","SOL",2022,0
"EXAMPLE","MINGEO","WND",2019,0
"EXAMPLE","MINGEO","WND",2020,0
"EXAMPLE","MINGEO","WND",2021,0
"EXAMPLE","MINGEO","WND",2022,0
"EXAMPLE","MINGEO","WTREVT",2019,0
"EXAMPLE","MINGEO","WTREVT",2020,0
"EXAMPLE","MINGEO","WTREVT",2021,0
"EXAMPLE","MINGEO","WTREVT",2022,0
"EXAMPLE","MINGEO","WTRGWT",2019,0
"EXAMPLE","MINGEO","WTRGWT",2020,0
"EXAMPLE","MINGEO","WTRGWT",2021,0
"EXAMPLE","MINGEO","WTRGWT",2022,0
"EXAMPLE","MINGEO","WTRPRC",2019,0
"EXAMPLE","MINGEO","WTRPRC",2020,0
"EXAMPLE","MINGEO","WTRPRC",2021,0
"EXAMPLE","MINGEO","WTRPRC",2022,0
"EXAMPLE","MINGEO","WTRSUR",2019,0
"EXAMPLE","MINGEO","WTRSUR",2020,0
"EXAMPLE","MINGEO","WTRSUR",2021,0
"EXAMPLE","MINGEO","WTRSUR",2022,0
"EXAMPLE","MINHYD","AGRELC",2019,0
"EXAMPLE","MINHYD","AGRELC",2020,0
"EXAMPLE","MINHYD","AGRELC",2021,0
"EXAMPLE","MINHYD","AGRELC",2022,0
"EXAMPLE","MINHYD","AGRWAT",2019,0
"EXAMPLE","MINHYD","AGRWAT",2020,0
"EXAMPLE","MINHYD","AGRWAT",2021,0
"EXAMPLE","MINHYD","AGRWAT",2022,0
"EXAMPLE","MINHYD","BIO",2019,0
"EXAMPLE","MINHYD","BIO",2020,0
"EXAMPLE","MINHYD","BIO",2021,0
"EXAMPLE","MINHYD","BIO",2022,0
"EXAMPLE","MINHYD","BLT",2019,0
"EXAMPLE","MINHYD","BLT",2020,0
"EXAMPLE","MINHYD","BLT",2021,0
"EXAMPLE","MINHYD","BLT",2022,0
"EXAMPLE","MINHYD","COMELC",2019,0
"EXAMPLE","MINHYD","COMELC",2020,0
"EXAMPLE","MINHYD","COMELC",2021,0
"EXAMPLE","MINHYD","COMELC",2022,0
"EXAMPLE","MINHYD","CRPCP01",2019,0
"EXAMPLE","MINHYD","CRPCP01",2020,0
"EXAMPLE","MINHYD","CRPCP01",2021,0
"EXAMPLE","MINHYD","CRPCP01",2022,0
"EXAMPLE","MINHYD","CRPCP02",2019,0
"EXAMPLE","MINHYD","CRPCP02",2020,0
"EXAMPLE","MINHYD","CRPCP02",2021,0
"EXAMPLE","MINHYD","CRPCP02",2022,0
"EXAMPLE","MINHYD","ELC001",2019,0
"EXAMPLE","MINHYD","ELC001",2020,0
"EXAMPLE","MINHYD","ELC001",2021,0
"EXAMPLE","MINHYD","ELC001",2022,0
"EXAMPLE","MINHYD","ELC002",2019,0
"EXAMPLE","MINHYD","ELC002",2020,0
"EXAMPLE","MINHYD","ELC002",2021,0
"EXAMPLE","MINHYD","ELC002",2022,0
"EXAMPLE","MINHYD","GEO",2019,0
"EXAMPLE","MINHYD","GEO",2020,0
"EXAMPLE","MINHYD","GEO",2021,0
"EXAMPLE","MINHYD","GEO",2022,0
"EXAMPLE","MINHYD","HYD",2019,0
"EXAMPLE","MINHYD","HYD",2020,0
"EXAMPLE","MINHYD","HYD",2021,0
"EXAMPLE","MINHYD","HYD",2022,0
"EXAMPLE","MINHYD","LND",2019,0
"EXAMPLE","MINHYD","LND",2020,0
"EXAMPLE","MINHYD","LND",2021,0
"EXAMPLE","MINHYD","LND",2022,0
"EXAMPLE","MINHYD","PUBWAT",2019,0
"EXAMPLE","MINHYD","PUBWAT",2020,0
"EXAMPLE","MINHYD","PUBWAT",2021,0
"EXAMPLE","MINHYD","PUBWAT",2022,0
"EXAMPLE","MINHYD","SOL",2019,0
"EXAMPLE","MINHYD","SOL",2020,0
"EXAMPLE","MINHYD","SOL",2021,0
"EXAMPLE","MINHYD","SOL",2022,0
"EXAMPLE","MINHYD","WND",2019,0
"EXAMPLE","MINHYD","WND",2020,0
"EXAMPLE","MINHYD","WND",2021,0
"EXAMPLE","MINHYD","WND",2022,0
"EXAMPLE","MINHYD","WTREVT",2019,0
"EXAMPLE","MINHYD","WTREVT",2020,0
"EXAMPLE","MINHYD","WTREVT",2021,0
"EXAMPLE","MINHYD","WTREVT",2022,0
"EXAMPLE","MINHYD","WTRGWT",2019,0
"EXAMPLE","MINHYD","WTRGWT",2020,0
"EXAMPLE","MINHYD","WTRGWT",2021,0
"EXAMPLE","MINHYD","WTRGWT",2022,0
"EXAMPLE","MINHYD","WTRPRC",2019,0
"EXAMPLE","MINHYD","WTRPRC",2020,0
"EXAMPLE","MINHYD","WTRPRC",2021,0
"EXAMPLE","MINHYD","WTRPRC",2022,0
"EXAMPLE","MINHYD","WTRSUR",2019,0
"EXAMPLE","MINHYD","WTRSUR",2020,0
"EXAMPLE","MINHYD","WTRSUR",2021,0
"EXAMPLE","MINHYD","WTRSUR",2022,0
"EXAMPLE","MINLND","AGRELC",2019,0
"EXAMPLE","MINLND","AGRELC",2020,0
"EXAMPLE","MINLND","AGRELC",2021,0
"EXAMPLE","MINLND","AGRELC",2022,0
"EXAMPLE","MINLND","AGRWAT",2019,0
"EXAMPLE","MINLND","AGRWAT",2020,0
"EXAMPLE","MINLND","AGRWAT",2021,0
"EXAMPLE","MINLND","AGRWAT",2022,0
"EXAMPLE","MINLND","BIO",2019,0
"EXAMPLE","MINLND","BIO",2020,0
"EXAMPLE","MINLND","BIO",2021,0
"EXAMPLE","MINLND","BIO",2022,0
"EXAMPLE","MINLND","BLT",2019,0
"EXAMPLE","MINLND","BLT",2020,0
"EXAMPLE","MINLND","BLT",2021,0
"EXAMPLE","MINLND","BLT",2022,0
"EXAMPLE","MINLND","COMELC",2019,0
"EXAMPLE","MINLND","COMELC",2020,0
"EXAMPLE","MINLND","COMELC",2021,0
"EXAMPLE","MINLND","COMELC",2022,0
"EXAMPLE","MINLND","CRPCP01",2019,0
"EXAMPLE","MINLND","CRPCP01",2020,0
"EXAMPLE","MINLND","CRPCP01",2021,0
"EXAMPLE","MINLND","CRPCP01",2022,0
"EXAMPLE","MINLND","CRPCP02",2019,0
"EXAMPLE","MINLND","CRPCP02",2020,0
"EXAMPLE","MINLND","CRPCP02",2021,0
"EXAMPLE","MINLND","CRPCP02",2022,0
"EXAMPLE","MINLND","ELC001",2019,0
"EXAMPLE","MINLND","ELC001",2020,0
"EXAMPLE","MINLND","ELC001",2021,0
"EXAMPLE","MINLND","ELC001",2022,0
"EXAMPLE","MINLND","ELC002",2019,0
"EXAMPLE","MINLND","ELC002",2020,0
"EXAMPLE","MINLND","ELC002",2021,0
"EXAMPLE","MINLND","ELC002",2022,0
"EXAMPLE","MINLND","GEO",2019,0
"EXAMPLE","MINLND","GEO",2020,0
"EXAMPLE","MINLND","GEO",2021,0
"EXAMPLE","MINLND","GEO",2022,0
"EXAMPLE","MINLND","HYD",2019,0
"EXAMPLE","MINLND","HYD",2020,0
"EXAMPLE","MINLND","HYD",2021,0
"EXAMPLE","MINLND","HYD",2022,0
"EXAMPLE","MINLND","LND",2019,0
"EXAMPLE","MINLND","LND",2020,0
"EXAMPLE","MINLND","LND",2021,0
"EXAMPLE","MINLND","LND",2022,0
"EXAMPLE","MINLND","PUBWAT",2019,0
"EXAMPLE","MINLND","PUBWAT",2020,0
"EXAMPLE","MINLND","PUBWAT",2021,0
"EXAMPLE","MINLND","PUBWAT",2022,0
"EXAMPLE","MINLND","SOL",2019,0
"EXAMPLE","MINLND","SOL",2020,0
"EXAMPLE","MINLND","SOL",2021,0
"EXAMPLE","MINLND","SOL",2022,0
"EXAMPLE","MINLND","WND",2019,0
"EXAMPLE","MINLND","WND",2020,0
"EXAMPLE","MINLND","WND",2021,0
"EXAMPLE","MINLND","WND",2022,0
"EXAMPLE","MINLND","WTREVT",2019,0
"EXAMPLE","MINLND","WTREVT",2020,0
"EXAMPLE","MINLND","WTREVT",2021,0
"EXAMPLE","MINLND","WTREVT",2022,0
"EXAMPLE","MINLND","WTRGWT",2019,0
"EXAMPLE","MINLND","WTRGWT",2020,0
"EXAMPLE","MINLND","WTRGWT",2021,0
"EXAMPLE","MINLND","WTRGWT",2022,0
"EXAMPLE","MINLND","WTRPRC",2019,0
"EXAMPLE","MINLND","WTRPRC",2020,0
"EXAMPLE","MINLND","WTRPRC",2021,0
"EXAMPLE","MINLND","WTRPRC",2022,0
"EXAMPLE","MINLND","WTRSUR",2019,0
"EXAMPLE","MINLND","WTRSUR",2020,0
"EXAMPLE","MINLND","WTRSUR",2021,0
"EXAMPLE","MINLND","WTRSUR",2022,0
"EXAMPLE","MINPRC","AGRELC",2019,0
"EXAMPLE","MINPRC","AGRELC",2020,0
"EXAMPLE","MINPRC","AGRELC",2021,0
"EXAMPLE","MINPRC","AGRELC",2022,0
"EXAMPLE","MINPRC","AGRWAT",2019,0
"EXAMPLE","MINPRC","AGRWAT",2020,0
"EXAMPLE","MINPRC","AGRWAT",2021,0
"EXAMPLE","MINPRC","AGRWAT",2022,0
"EXAMPLE","MINPRC","BIO",2019,0
"EXAMPLE","MINPRC","BIO",2020,0
"EXAMPLE","MINPRC","BIO",2021,0
"EXAMPLE","MINPRC","BIO",2022,0
"EXAMPLE","MINPRC","BLT",2019,0
"EXAMPLE","MINPRC","BLT",2020,0
"EXAMPLE","MINPRC","BLT",2021,0
"EXAMPLE","MINPRC","BLT",2022,0
"EXAMPLE","MINPRC","COMELC",2019,0
"EXAMPLE","MINPRC","COMELC",2020,0
"EXAMPLE","MINPRC","COMELC",2021,0
"EXAMPLE","MINPRC","COMELC",2022,0
"EXAMPLE","MINPRC","CRPCP01",2019,0
"EXAMPLE","MINPRC","CRPCP01",2020,0
"EXAMPLE","MINPRC","CRPCP01",2021,0
"EXAMPLE","MINPRC","CRPCP01",2022,0
"EXAMPLE","MINPRC","CRPCP02",2019,0
"EXAMPLE","MINPRC","CRPCP02",2020,0
"EXAMPLE","MINPRC","CRPCP02",2021,0
"EXAMPLE","MINPRC","CRPCP02",2022,0
"EXAMPLE","MINPRC","ELC001",2019,0
"EXAMPLE","MINPRC","ELC001",2020,0
"EXAMPLE","MINPRC","ELC001",2021,0
"EXAMPLE","MINPRC","ELC001",2022,0
"EXAMPLE","MINPRC","ELC002",2019,0
"EXAMPLE","MINPRC","ELC002",2020,0
"EXAMPLE","MINPRC","ELC002",2021,0
"EXAMPLE","MINPRC","ELC002",2022,0
"EXAMPLE","MINPRC","GEO",2019,0
"EXAMPLE","MINPRC","GEO",2020,0
"EXAMPLE","MINPRC","GEO",2021,0
"EXAMPLE","MINPRC","GEO",2022,0
"EXAMPLE","MINPRC","HYD",2019,0
"EXAMPLE","MINPRC","HYD",2020,0
"EXAMPLE","MINPRC","HYD",2021,0
"EXAMPLE","MINPRC","HYD",2022,0
"EXAMPLE","MINPRC","LND",2019,0
"EXAMPLE","MINPRC","LND",2020,0
"EXAMPLE","MINPRC","LND",2021,0
"EXAMPLE","MINPRC","LND",2022,0
"EXAMPLE","MINPRC","PUBWAT",2019,0
"EXAMPLE","MINPRC","PUBWAT",2020,0
"EXAMPLE","MINPRC","PUBWAT",2021,0
"EXAMPLE","MINPRC","PUBWAT",2022,0
"EXAMPLE","MINPRC","SOL",2019,0
"EXAMPLE","MINPRC","SOL",2020,0
"EXAMPLE","MINPRC","SOL",2021,0
"EXAMPLE","MINPRC","SOL",2022,0
"EXAMPLE","MINPRC","WND",2019,0
"EXAMPLE","MINPRC","WND",2020,0
"EXAMPLE","MINPRC","WND",2021,0
"EXAMPLE","MINPRC","WND",2022,0
"EXAMPLE","MINPRC","WTREVT",2019,0
"EXAMPLE","MINPRC","WTREVT",2020,0
"EXAMPLE","MINPRC","WTREVT",2021,0
"EXAMPLE","MINPRC","WTREVT",2022,0
"EXAMPLE","MINPRC","WTRGWT",2019,0
"EXAMPLE","MINPRC","WTRGWT",2020,0
"EXAMPLE","MINPRC","WTRGWT",2021,0
"EXAMPLE","MINPRC","WTRGWT",2022,0
"EXAMPLE","MINPRC","WTRPRC",2019,0
"EXAMPLE","MINPRC","WTRPRC",2020,0
"EXAMPLE","MINPRC","WTRPRC",2021,0
"EXAMPLE","MINPRC","WTRPRC",2022,0
"EXAMPLE","MINPRC","WTRSUR",2019,0
"EXAMPLE","MINPRC","WTRSUR",2020,0
"EXAMPLE","MINPRC","WTRSUR",2021,0
"EXAMPLE","MINPRC","WTRSUR",2022,0
"EXAMPLE","MINSOL","AGRELC",2019,0
"EXAMPLE","MINSOL","AGRELC",2020,0
"EXAMPLE","MINSOL","AGRELC",2021,0
"EXAMPLE","MINSOL","AGRELC",2022,0
"EXAMPLE","MINSOL","AGRWAT",2019,0
"EXAMPLE","MINSOL","AGRWAT",2020,0
"EXAMPLE","MINSOL","AGRWAT",2021,0
"EXAMPLE","MINSOL","AGRWAT",2022,0
"EXAMPLE","MINSOL","BIO",2019,0
"EXAMPLE","MINSOL","BIO",2020,0
"EXAMPLE","MINSOL","BIO",2021,0
"EXAMPLE","MINSOL","BIO",2022,0
"EXAMPLE","MINSOL","BLT",2019,0
"EXAMPLE","MINSOL","BLT",2020,0
"EXAMPLE","MINSOL","BLT",2021,0
"EXAMPLE","MINSOL","BLT",2022,0
"EXAMPLE","MINSOL","COMELC",2019,0
"EXAMPLE","MINSOL","COMELC",2020,0
"EXAMPLE","MINSOL","COMELC",2021,0
"EXAMPLE","MINSOL","COMELC",2022,0
"EXAMPLE","MINSOL","CRPCP01",2019,0
"EXAMPLE","MINSOL","CRPCP01",2020,0
"EXAMPLE","MINSOL","CRPCP01",2021,0
"EXAMPLE","MINSOL","CRPCP01",2022,0
"EXAMPLE","MINSOL","CRPCP02",2019,0
"EXAMPLE","MINSOL","CRPCP02",2020,0
"EXAMPLE","MINSOL","CRPCP02",2021,0
"EXAMPLE","MINSOL","CRPCP02",2022,0
"EXAMPLE","MINSOL","ELC001",2019,0
"EXAMPLE","MINSOL","ELC001",2020,0
"EXAMPLE","MINSOL","ELC001",2021,0
"EXAMPLE","MINSOL","ELC001",2022,0
"EXAMPLE","MINSOL","ELC002",2019,0
"EXAMPLE","MINSOL","ELC002",2020,0
"EXAMPLE","MINSOL","ELC002",2021,0
"EXAMPLE","MINSOL","ELC002",2022,0
"EXAMPLE","MINSOL","GEO",2019,0
"EXAMPLE","MINSOL","GEO",2020,0
"EXAMPLE","MINSOL","GEO",2021,0
"EXAMPLE","MINSOL","GEO",2022,0
"EXAMPLE","MINSOL","HYD",2019,0
"EXAMPLE","MINSOL","HYD",2020,0
"EXAMPLE","MINSOL","HYD",2021,0
"EXAMPLE","MINSOL","HYD",2022,0
"EXAMPLE","MINSOL","LND",2019,0
"EXAMPLE","MINSOL","LND",2020,0
"EXAMPLE","MINSOL","LND",2021,0
"EXAMPLE","MINSOL","LND",2022,0
"EXAMPLE","MINSOL","PUBWAT",2019,0
"EXAMPLE","MINSOL","PUBWAT",2020,0
"EXAMPLE","MINSOL","PUBWAT",2021,0
"EXAMPLE","MINSOL","PUBWAT",2022,0
"EXAMPLE","MINSOL","SOL",2019,0
"EXAMPLE","MINSOL","SOL",2020,0
"EXAMPLE","MINSOL","SOL",2021,0
"EXAMPLE","MINSOL","SOL",2022,0
"EXAMPLE","MINSOL","WND",2019,0
"EXAMPLE","MINSOL","WND",2020,0
"EXAMPLE","MINSOL","WND",2021,0
"EXAMPLE","MINSOL","WND",2022,0
"EXAMPLE","MINSOL","WTREVT",2019,0
"EXAMPLE","MINSOL","WTREVT",2020,0
"EXAMPLE","MINSOL","WTREVT",2021,0
"EXAMPLE","MINSOL","WTREVT",2022,0
"EXAMPLE","MINSOL","WTRGWT",2019,0
"EXAMPLE","MINSOL","WTRGWT",2020,0
"EXAMPLE","MINSOL","WTRGWT",2021,0
"EXAMPLE","MINSOL","WTRGWT",2022,0
"EXAMPLE","MINSOL","WTRPRC",2019,0
"EXAMPLE","MINSOL","WTRPRC",2020,0
"EXAMPLE","MINSOL","WTRPRC",2021,0
"EXAMPLE","MINSOL","WTRPRC",2022,0
"EXAMPLE","MINSOL","WTRSUR",2019,0
"EXAMPLE","MINSOL","WTRSUR",2020,0
"EXAMPLE","MINSOL","WTRSUR",2021,0
"EXAMPLE","MINSOL","WTRSUR",2022,0
"EXAMPLE","MINWND","AGRELC",2019,0
"EXAMPLE","MINWND","AGRELC",2020,0
"EXAMPLE","MINWND","AGRELC",2021,0
"EXAMPLE","MINWND","AGRELC",2022,0
"EXAMPLE","MINWND","AGRWAT",2019,0
"EXAMPLE","MINWND","AGRWAT",2020,0
"EXAMPLE","MINWND","AGRWAT",2021,0
"EXAMPLE","MINWND","AGRWAT",2022,0
"EXAMPLE","MINWND","BIO",2019,0
"EXAMPLE","MINWND","BIO",2020,0
"EXAMPLE","MINWND","BIO",2021,0
"EXAMPLE","MINWND","BIO",2022,0
"EXAMPLE","MINWND","BLT",2019,0
"EXAMPLE","MINWND","BLT",2020,0
